식품명,대표식품코드,대표식품명,식품중분류코드,식품소분류코드,에너지(kcal),단백질(g),당류(g),나트륨(mg),포화지방산(g),카페인(mg),업체명
과ㆍ채주스_골드키위 주스,20716,과ㆍ채주스,2071600,207160000,58,0.18,13.53,5,0.0,0.0,이디야
과ㆍ채주스_기운내라임 병음료,20716,과ㆍ채주스,2071600,207160000,47,0.53,11.58,3,0.0,0.0,스타벅스
과ㆍ채주스_놀라운망고,20716,과ㆍ채주스,2071600,207160000,32,0.03,8.03,0,0.03,0.0,커피에반하다
과ㆍ채주스_놀라운청포도,20716,과ㆍ채주스,2071600,207160000,32,0.01,8.88,0,0.03,0.0,커피에반하다
과ㆍ채주스_놀라운패션후르츠,20716,과ㆍ채주스,2071600,207160000,31,0.01,8.25,0,0.03,0.0,커피에반하다
과ㆍ채주스_딸기 주스,20716,과ㆍ채주스,2071600,207160000,36,0.96,2.41,0,0.0,0.0,토프레소
과ㆍ채주스_딸기바나나 주스,20716,과ㆍ채주스,2071600,207160000,41,0.76,5.31,5,0.24,0.0,메가커피
과ㆍ채주스_딸기 주스 병음료,20716,과ㆍ채주스,2071600,207160000,58,0.0,13.16,16,0.0,0.0,스타벅스
과ㆍ채주스_딸기 주스,20716,과ㆍ채주스,2071600,207160000,27,0.17,3.86,0,0.0,0.0,메가커피
과ㆍ채주스_딸기 주스,20716,과ㆍ채주스,2071600,207160000,63,0.42,14.31,1,0.0,0.0,이디야
과ㆍ채주스_딸기 주스,20716,과ㆍ채주스,2071600,207160000,90,0.28,20.85,7,0.0,0.0,커피에반하다
과ㆍ채주스_리얼 수박 주스,20716,과ㆍ채주스,2071600,207160000,45,0.48,8.92,1,0.0,0.0,토프레소
과ㆍ채주스_리얼수박 주스,20716,과ㆍ채주스,2071600,207160000,31,0.56,6.48,5,0.0,0.0,커피에반하다
과ㆍ채주스_망고 주스 (J),20716,과ㆍ채주스,2071600,207160000,27,0.15,5.07,5,0.0,0.0,공차
과ㆍ채주스_망고 주스 (L),20716,과ㆍ채주스,2071600,207160000,27,0.0,5.07,5,0.0,0.0,공차
과ㆍ채주스_망고 주스,20716,과ㆍ채주스,2071600,207160000,45,0.0,9.4,9,0.0,0.0,토프레소
과ㆍ채주스_망고 주스 병음료,20716,과ㆍ채주스,2071600,207160000,62,0.53,12.11,8,0.0,0.0,스타벅스
과ㆍ채주스_밀싹 케일 주스,20716,과ㆍ채주스,2071600,207160000,29,0.24,5.3,4,0.0,0.0,토프레소
과ㆍ채주스_비트 사과 주스,20716,과ㆍ채주스,2071600,207160000,31,0.24,5.54,7,0.0,0.0,토프레소
과ㆍ채주스_생과일 수박 주스,20716,과ㆍ채주스,2071600,207160000,33,0.48,5.56,6,0.0,0.0,이디야
과ㆍ채주스_생과일 토마토 주스,20716,과ㆍ채주스,2071600,207160000,31,0.48,5.07,9,0.0,0.0,이디야
과ㆍ채주스_수박머스캣 소다,20716,과ㆍ채주스,2071600,207160000,66,0.0,11.33,0,0.0,0.0,토프레소
과ㆍ채주스_수박 주스,20716,과ㆍ채주스,2071600,207160000,25,0.24,4.67,3,0.02,0.0,메가커피
과ㆍ채주스_수박파인 펀치,20716,과ㆍ채주스,2071600,207160000,73,0.48,13.25,1,0.0,0.0,토프레소
과ㆍ채주스_오곡바나나 주스,20716,과ㆍ채주스,2071600,207160000,68,1.91,3.79,9,0.59,0.0,메가커피
과ㆍ채주스_완전딸기 주스,20716,과ㆍ채주스,2071600,207160000,36,0.32,6.88,1,0.0,0.0,빽다방
과ㆍ채주스_완전망고 주스,20716,과ㆍ채주스,2071600,207160000,39,0.32,5.92,1,0.0,0.0,빽다방
과ㆍ채주스_토마토 주스 병음료,20716,과ㆍ채주스,2071600,207160000,37,0.53,8.42,63,0.0,0.0,스타벅스
과ㆍ채주스_파이팅 청귤 병음료,20716,과ㆍ채주스,2071600,207160000,50,0.53,11.58,3,0.0,0.0,스타벅스
과ㆍ채주스_파인 자몽 주스,20716,과ㆍ채주스,2071600,207160000,25,0.24,4.34,57,0.0,0.0,토프레소
과ㆍ채주스_한라봉주스 병음료,20716,과ㆍ채주스,2071600,207160000,41,0.26,8.42,5,0.0,0.0,스타벅스
과ㆍ채주스_한방에 쭉 감당 병음료,20716,과ㆍ채주스,2071600,207160000,53,0.53,12.11,5,0.0,0.0,스타벅스
과ㆍ채주스_햇사과 주스 병음료,20716,과ㆍ채주스,2071600,207160000,59,0.11,14.21,5,0.0,0.0,스타벅스
과ㆍ채주스_홍시 주스,20716,과ㆍ채주스,2071600,207160000,57,0.12,13.77,7,0.0,0.0,이디야
과ㆍ채주스_딸기 바나나 주스,20716,과ㆍ채주스,2071600,207160000,68,1.69,11.48,19,0.89,0.0,블루샥
과ㆍ채주스_딸기 주스,20716,과ㆍ채주스,2071600,207160000,34,0.2,7.59,0,0.0,0.0,팔공티
과ㆍ채주스_딸기 주스 (R),20716,과ㆍ채주스,2071600,207160000,54,0.35,12.83,0,0.02,0.0,커피:니
과ㆍ채주스_리얼 수박 주스,20716,과ㆍ채주스,2071600,207160000,36,0.3,8.29,2,0.0,0.0,블루샥
과ㆍ채주스_망고 주스,20716,과ㆍ채주스,2071600,207160000,94,0.13,9.81,7,0.11,0.0,팔공티
과ㆍ채주스_망고 주스 (R),20716,과ㆍ채주스,2071600,207160000,56,0.2,11.7,0,0.03,0.0,커피:니
과ㆍ채주스_바나나 주스,20716,과ㆍ채주스,2071600,207160000,61,1.78,8.25,16,0.99,0.0,청자다방
과ㆍ채주스_자몽 주스,20716,과ㆍ채주스,2071600,207160000,24,0.0,5.35,9,0.0,0.0,달콤
과ㆍ채주스_자몽 주스 (R),20716,과ㆍ채주스,2071600,207160000,26,0.13,6.13,1,0.0,0.0,커피:니
과ㆍ채주스_키위 주스,20716,과ㆍ채주스,2071600,207160000,32,0.52,5.87,5,0.01,0.0,청자다방
과ㆍ채주스_키위 주스 (R),20716,과ㆍ채주스,2071600,207160000,92,0.35,21.85,1,0.01,0.0,커피:니
과ㆍ채주스_토마토 주스,20716,과ㆍ채주스,2071600,207160000,21,0.61,3.77,5,0.02,0.0,청자다방
과ㆍ채주스_한라봉 주스 (R),20716,과ㆍ채주스,2071600,207160000,45,0.08,9.23,0,0.13,0.0,커피:니
귤차_제주청귤 블라썸 핫(HOT),20717,귤차,2071700,207170000,49,0.14,11.02,1,0.02,0.0,이디야
귤차_제주청귤 오리지널 핫(HOT),20717,귤차,2071700,207170000,53,0.11,12.27,1,0.02,0.0,이디야
귤차_제주청귤차,20717,귤차,2071700,207170000,35,0.17,7.29,15,0.0,0.0,청자다방
귤차_청귤블랙티 아이스(ICED) (L),20717,귤차,2071700,207170000,25,0.07,5.87,0,0.0,0.0,아임일리터
귤차_청귤블랙티 아이스(ICED) (M),20717,귤차,2071700,207170000,27,0.08,6.26,0,0.0,0.0,아임일리터
귤차_청귤블랙티 핫(HOT) (L),20717,귤차,2071700,207170000,25,0.07,5.87,0,0.0,0.0,아임일리터
귤차_청귤블랙티 핫(HOT) (M),20717,귤차,2071700,207170000,27,0.08,6.26,0,0.0,0.0,아임일리터
귤차_청귤차 아이스(ICED) (L),20717,귤차,2071700,207170000,25,0.07,5.87,0,0.0,0.0,아임일리터
귤차_청귤차 아이스(ICED) (M),20717,귤차,2071700,207170000,27,0.08,6.26,0,0.0,0.0,아임일리터
귤차_청귤차 핫(HOT) (L),20717,귤차,2071700,207170000,25,0.07,5.87,0,0.0,0.0,아임일리터
귤차_청귤차 핫(HOT) (M),20717,귤차,2071700,207170000,27,0.08,6.26,0,0.0,0.0,아임일리터
기타음료_라임 모히또,20718,기타음료,2071800,207180000,39,0.07,6.45,1,0.0,0.0,메가커피
기타음료_스타벅스 슬래머 (Grande),20718,기타음료,2071800,207180000,50,0.0,11.63,0,0.0,0.0,스타벅스
기타음료_미초 아이스(ICED),20718,기타음료,2071800,207180000,25,0.17,6.0,2,0.01,0.0,빽다방
기타음료_자몽 모히또,20718,기타음료,2071800,207180000,38,0.11,6.08,1,0.0,0.0,메가커피
기타음료_청포도 모히또,20718,기타음료,2071800,207180000,39,0.07,7.28,1,0.0,0.0,메가커피
기타음료_청포도플라워 아이스(ICED),20718,기타음료,2071800,207180000,40,0.0,9.45,1,0.0,0.0,빽다방
기타음료_논알콜 하이볼,20718,기타음료,2071800,207180000,38,0.08,8.18,2,0.0,0.0,블루샥
기타차_깔라만시,20719,기타차,2071900,207190000,32,0.0,7.32,0,0.0,0.0,커피에반하다
기타차_딸기티 아이스(ICED),20719,기타차,2071900,207190000,82,0.06,19.72,3,0.0,0.0,커피에반하다
기타차_딸기티 핫(HOT),20719,기타차,2071900,207190000,82,0.06,19.72,3,0.0,0.0,커피에반하다
기타차_샤인머스캣 티플레저,20719,기타차,2071900,207190000,29,0.07,5.33,17,0.0,0.0,메가커피
기타차_석류 오리지널 핫(HOT),20719,기타차,2071900,207190000,43,0.0,7.49,2,0.02,0.0,이디야
기타차_제주당근오렌지티플레저 아이스(ICED),20719,기타차,2071900,207190000,38,0.1,4.82,27,0.0,0.0,메가커피
기타차_카페오르조,20719,기타차,2071900,207190000,10,0.28,0.0,0,0.0,0.0,커피에반하다
기타차_폼폼 민트티 (Grande),20719,기타차,2071900,207190000,44,0.0,8.88,1,0.0,0.0,스타벅스
기타차_딸기차 아이스(ICED) (L),20719,기타차,2071900,207190000,32,0.06,7.61,1,0.0,0.0,아임일리터
기타차_딸기차 아이스(ICED) (M),20719,기타차,2071900,207190000,32,0.07,7.56,1,0.0,0.0,아임일리터
기타차_딸기차 핫(HOT) (L),20719,기타차,2071900,207190000,32,0.06,7.61,1,0.0,0.0,아임일리터
기타차_딸기차 핫(HOT) (M),20719,기타차,2071900,207190000,32,0.07,7.56,1,0.0,0.0,아임일리터
기타차_레몬진저 캐모마일 아이스(ICED),20719,기타차,2071900,207190000,21,0.21,3.81,1,0.0,0.0,달콤
기타차_레몬진저 캐모마일 핫(HOT),20719,기타차,2071900,207190000,21,0.21,3.81,1,0.0,0.0,달콤
기타차_레몬페퍼민트티 아이스(ICED),20719,기타차,2071900,207190000,25,0.05,5.04,0,0.0,0.0,바나프레소
기타차_레몬페퍼민트티 핫(HOT),20719,기타차,2071900,207190000,33,0.07,6.55,0,0.0,0.0,바나프레소
기타차_매실차 아이스(ICED) (L),20719,기타차,2071900,207190000,30,0.0,5.87,0,0.0,0.0,아임일리터
기타차_매실차 아이스(ICED) (M),20719,기타차,2071900,207190000,29,0.0,5.63,0,0.0,0.0,아임일리터
기타차_매실차 핫(HOT) (L),20719,기타차,2071900,207190000,30,0.0,5.87,0,0.0,0.0,아임일리터
기타차_매실차 핫(HOT) (M),20719,기타차,2071900,207190000,29,0.0,5.63,0,0.0,0.0,아임일리터
기타차_샹그리아 프루티 아이스(ICED),20719,기타차,2071900,207190000,38,0.06,8.84,2,0.0,0.0,블루샥
기타차_샹그리아 프루티 핫(HOT),20719,기타차,2071900,207190000,44,0.08,9.89,3,0.0,0.0,블루샥
기타차_유자 엘더베리 아이스(ICED),20719,기타차,2071900,207190000,41,0.21,7.82,12,0.0,0.0,달콤
기타차_유자 엘더베리 핫(HOT),20719,기타차,2071900,207190000,41,0.21,7.82,12,0.0,0.0,달콤
기타차_자몽히비스커스티 아이스(ICED),20719,기타차,2071900,207190000,19,0.1,4.65,1,0.0,0.0,바나프레소
기타차_자몽히비스커스티 핫(HOT),20719,기타차,2071900,207190000,25,0.13,6.05,1,0.0,0.0,바나프레소
기타차_작설차,20719,기타차,2071900,207190000,1,0.17,0.0,1,0.0,0.0,청자다방
기타차_체리석류 (L),20719,기타차,2071900,207190000,3,0.0,0.0,0,0.0,0.0,아임일리터
기타차_체리석류 (M),20719,기타차,2071900,207190000,2,0.0,0.0,0,0.0,0.0,아임일리터
기타차_캐모마일리치티 아이스(ICED),20719,기타차,2071900,207190000,28,0.0,6.75,1,0.0,0.0,바나프레소
기타차_캐모마일리치티 핫(HOT),20719,기타차,2071900,207190000,36,0.01,8.78,2,0.0,0.0,바나프레소
기타차_피치망고 (L),20719,기타차,2071900,207190000,1,0.0,0.0,0,0.0,0.0,아임일리터
기타차_피치망고 (M),20719,기타차,2071900,207190000,1,0.0,0.0,0,0.0,0.0,아임일리터
기타차_한라봉차 (L),20719,기타차,2071900,207190000,35,0.05,7.18,0,0.1,0.0,커피:니
기타차_한라봉차 (R),20719,기타차,2071900,207190000,45,0.08,9.23,0,0.13,0.0,커피:니
대추차_사과 대추차,20722,대추차,2072200,207220000,30,0.0,6.49,3,0.0,0.0,토프레소
대추차_대추차 아이스(ICED) (L),20722,대추차,2072200,207220000,53,0.0,11.73,5,0.0,0.0,아임일리터
대추차_대추차 아이스(ICED) (M),20722,대추차,2072200,207220000,56,0.0,12.55,5,0.0,0.0,아임일리터
대추차_대추차 핫(HOT) (L),20722,대추차,2072200,207220000,53,0.0,11.73,5,0.0,0.0,아임일리터
대추차_대추차 핫(HOT) (M),20722,대추차,2072200,207220000,56,0.0,12.55,5,0.0,0.0,아임일리터
라떼_고구마 라떼 아이스(ICED),20723,라떼,2072300,207230000,79,1.76,8.23,25,1.21,0.0,이디야
라떼_고구마 라떼 아이스(ICED),20723,라떼,2072300,207230000,81,1.69,8.67,24,1.2,0.0,토프레소
라떼_고구마 라떼 핫(HOT),20723,라떼,2072300,207230000,79,1.76,8.23,25,1.21,0.0,이디야
라떼_고구마 라떼 핫(HOT),20723,라떼,2072300,207230000,88,1.82,9.35,26,1.3,0.0,토프레소
라떼_고구마 라떼 아이스(ICED),20723,라떼,2072300,207230000,42,1.1,3.65,12,0.64,0.0,메가커피
라떼_고구마 라떼 핫(HOT),20723,라떼,2072300,207230000,53,1.61,3.18,16,0.85,0.0,메가커피
라떼_곡물 라떼 아이스(ICED),20723,라떼,2072300,207230000,66,2.71,4.45,15,0.86,0.0,메가커피
라떼_곡물 라떼 핫(HOT),20723,라떼,2072300,207230000,66,2.79,2.59,16,0.91,0.0,메가커피
라떼_곶감 라떼 아이스(ICED),20723,라떼,2072300,207230000,48,2.25,7.04,23,1.13,0.0,커피에반하다
라떼_곶감 라떼 핫(HOT),20723,라떼,2072300,207230000,52,2.25,7.32,25,1.13,0.0,커피에반하다
라떼_꿀 딸기 라떼,20723,라떼,2072300,207230000,49,1.18,5.55,13,0.5,0.0,토프레소
라떼_꿀 망고 라떼,20723,라떼,2072300,207230000,57,0.84,9.58,16,0.5,0.0,토프레소
라떼_꿀 복숭아 라떼,20723,라떼,2072300,207230000,54,0.84,8.74,15,0.5,0.0,토프레소
라떼_꿀 자몽 라떼,20723,라떼,2072300,207230000,66,0.84,10.76,13,0.5,0.0,토프레소
라떼_달고나 라떼 아이스(ICED),20723,라떼,2072300,207230000,64,1.45,9.24,30,1.07,0.0,이디야
라떼_달고나 라떼 핫(HOT),20723,라떼,2072300,207230000,67,1.45,9.9,33,1.04,0.0,이디야
라떼_도넛파티 라떼,20723,라떼,2072300,207230000,181,2.03,22.34,13,4.57,0.0,커피에반하다
라떼_딸기 라떼 아이스(ICED),20723,라떼,2072300,207230000,62,0.98,8.0,8,0.51,0.0,메가커피
라떼_마카롱파티 라떼,20723,라떼,2072300,207230000,229,2.54,12.01,17,13.03,0.0,커피에반하다
라떼_민트초코 라떼 아이스(ICED),20723,라떼,2072300,207230000,71,1.86,6.14,30,1.57,0.0,빽다방
라떼_민트초코 라떼 핫(HOT),20723,라떼,2072300,207230000,127,3.38,17.85,58,3.38,0.0,빽다방
라떼_밀크티 라떼 아이스(ICED),20723,라떼,2072300,207230000,56,1.69,7.63,27,1.19,0.0,할리스
라떼_밀크티 라떼 핫(HOT),20723,라떼,2072300,207230000,72,2.54,9.04,40,1.78,0.0,할리스
라떼_버블흑당 라떼,20723,라떼,2072300,207230000,64,0.97,9.42,19,0.77,0.0,이디야
라떼_블랙펄 라떼 아이스(ICED),20723,라떼,2072300,207230000,63,1.28,8.13,17,1.12,0.0,빽다방
라떼_생딸기 라떼,20723,라떼,2072300,207230000,52,1.21,6.76,18,0.8,0.0,이디야
라떼_슈파티 라떼,20723,라떼,2072300,207230000,127,2.54,10.32,17,4.57,0.0,커피에반하다
라떼_우리 고구마 라떼 아이스(ICED),20723,라떼,2072300,207230000,67,1.69,7.34,30,1.33,0.0,할리스
라떼_우리 고구마 라떼 핫(HOT),20723,라떼,2072300,207230000,93,2.54,10.17,42,1.84,0.0,할리스
라떼_이곡 라떼 아이스(ICED),20723,라떼,2072300,207230000,57,2.11,5.9,22,1.02,0.0,이디야
라떼_이곡 라떼 핫(HOT),20723,라떼,2072300,207230000,67,2.62,6.66,31,1.4,0.0,이디야
라떼_제주 까망 라떼 아이스(ICED) (Grande),20723,라떼,2072300,207230000,93,2.11,9.51,44,2.33,0.0,스타벅스
라떼_제주 까망 라떼 핫(HOT) (Grande),20723,라떼,2072300,207230000,94,2.75,10.36,53,1.48,0.0,스타벅스
라떼_제주 쑥쑥 라떼 핫(HOT) (Grande),20723,라떼,2072300,207230000,90,3.38,10.57,44,1.9,0.0,스타벅스
라떼_초코 라떼 아이스(ICED),20723,라떼,2072300,207230000,62,1.6,8.96,20,1.12,0.0,빽다방
라떼_초코 라떼 핫(HOT),20723,라떼,2072300,207230000,105,2.77,13.85,33,1.85,0.0,빽다방
라떼_카카오 라떼 아이스(ICED),20723,라떼,2072300,207230000,60,2.82,7.04,29,1.41,0.0,커피에반하다
라떼_카카오 라떼 핫(HOT),20723,라떼,2072300,207230000,60,2.82,7.04,29,1.41,0.0,커피에반하다
라떼_토피넛 라떼 아이스(ICED),20723,라떼,2072300,207230000,83,1.69,6.99,57,1.2,0.0,토프레소
라떼_토피넛 라떼 핫(HOT),20723,라떼,2072300,207230000,90,1.82,7.53,61,1.3,0.0,토프레소
라떼_화이트 초콜릿 아이스(ICED) (EX),20723,라떼,2072300,207230000,66,1.39,6.86,26,2.49,0.0,이디야
라떼_화이트 초콜릿 아이스(ICED),20723,라떼,2072300,207230000,77,1.28,7.39,33,3.75,0.0,이디야
라떼_화이트 초콜릿 핫(HOT) (EX),20723,라떼,2072300,207230000,84,2.26,8.18,40,3.14,0.0,이디야
라떼_화이트 초콜릿 핫(HOT),20723,라떼,2072300,207230000,83,1.77,7.93,41,3.72,0.0,이디야
라떼_흑당 라떼 아이스(ICED),20723,라떼,2072300,207230000,54,1.4,5.69,18,0.88,0.0,메가커피
라떼_흑당 라떼 아이스(ICED),20723,라떼,2072300,207230000,60,1.23,9.99,22,0.97,0.0,이디야
라떼_흑당 라떼 핫(HOT),20723,라떼,2072300,207230000,59,1.21,9.9,21,0.92,0.0,이디야
라떼_흑당버블 라떼 아이스(ICED),20723,라떼,2072300,207230000,54,1.22,4.6,18,0.69,0.0,메가커피
라떼_흑호 라떼,20723,라떼,2072300,207230000,60,2.25,8.73,23,1.13,0.0,커피에반하다
라떼_고구마 라떼 아이스(ICED),20723,라떼,2072300,207230000,95,2.88,8.29,45,2.37,0.0,카페게이트
라떼_고구마 라떼 아이스(ICED) (L),20723,라떼,2072300,207230000,57,1.51,5.5,21,1.04,0.0,아임일리터
라떼_고구마 라떼 아이스(ICED) (L),20723,라떼,2072300,207230000,75,2.53,7.0,25,0.93,0.0,커피:니
라떼_고구마 라떼 아이스(ICED) (M),20723,라떼,2072300,207230000,50,1.39,4.6,19,0.93,0.0,아임일리터
라떼_고구마 라떼 아이스(ICED) (R),20723,라떼,2072300,207230000,57,1.28,6.38,20,0.75,0.0,커피:니
라떼_고구마 라떼 핫(HOT),20723,라떼,2072300,207230000,93,2.92,8.0,45,2.31,0.0,카페게이트
라떼_고구마 라떼 핫(HOT) (L),20723,라떼,2072300,207230000,53,1.31,5.16,18,0.88,0.0,아임일리터
라떼_고구마 라떼 핫(HOT) (L),20723,라떼,2072300,207230000,109,3.08,11.5,49,1.9,0.0,커피:니
라떼_고구마 라떼 핫(HOT) (M),20723,라떼,2072300,207230000,60,1.56,5.72,21,1.03,0.0,아임일리터
라떼_고구마 라떼 핫(HOT) (R),20723,라떼,2072300,207230000,92,2.74,4.79,44,1.71,0.0,커피:니
라떼_골드 고구마 라떼 아이스(ICED),20723,라떼,2072300,207230000,105,2.96,11.51,48,2.3,0.0,달콤
라떼_골드 고구마 라떼 핫(HOT),20723,라떼,2072300,207230000,105,2.96,11.51,48,2.3,0.0,달콤
라떼_녹차 라떼,20723,라떼,2072300,207230000,56,1.51,6.98,23,0.91,0.0,청자다방
라떼_단호박 라떼,20723,라떼,2072300,207230000,59,1.59,6.53,18,0.69,0.0,청자다방
라떼_달고나 라떼,20723,라떼,2072300,207230000,71,1.33,9.31,73,0.7,0.0,청자다방
라떼_달고나 버블 라떼,20723,라떼,2072300,207230000,69,0.26,9.82,70,0.48,0.0,청자다방
라떼_더블 초콜릿 라떼 아이스(ICED) (L),20723,라떼,2072300,207230000,105,3.81,12.05,39,2.33,0.0,달콤
라떼_더블 초콜릿 라떼 아이스(ICED) (R),20723,라떼,2072300,207230000,112,3.94,12.96,41,2.54,0.0,달콤
라떼_더블 초콜릿 라떼 핫(HOT) (L),20723,라떼,2072300,207230000,105,3.81,12.05,39,2.33,0.0,달콤
라떼_더블 초콜릿 라떼 핫(HOT) (R),20723,라떼,2072300,207230000,112,3.94,12.96,41,2.54,0.0,달콤
라떼_딸기 듬뿍 라떼 (L),20723,라떼,2072300,207230000,60,1.39,7.73,23,1.1,0.0,팔공티
라떼_딸기 듬뿍 라떼 (XL),20723,라떼,2072300,207230000,61,1.3,8.2,21,1.02,0.0,팔공티
라떼_딸기 라떼 아이스(ICED) (L),20723,라떼,2072300,207230000,58,1.33,9.44,17,0.73,0.0,아임일리터
라떼_딸기 라떼 아이스(ICED) (M),20723,라떼,2072300,207230000,51,1.22,8.29,13,0.59,0.0,아임일리터
라떼_딸기버블 라떼 아이스(ICED),20723,라떼,2072300,207230000,85,1.18,12.01,24,1.02,0.0,카페게이트
라떼_리얼군고구마 라떼,20723,라떼,2072300,207230000,60,1.56,7.77,18,0.81,0.0,청자다방
라떼_마스카포네치즈 라떼,20723,라떼,2072300,207230000,64,1.26,5.32,36,2.28,0.0,청자다방
라떼_말차 라떼 아이스(ICED) (L),20723,라떼,2072300,207230000,52,1.44,7.28,22,1.01,0.0,아임일리터
라떼_말차 라떼 아이스(ICED) (M),20723,라떼,2072300,207230000,52,1.29,7.73,19,0.88,0.0,아임일리터
라떼_말차 라떼 핫(HOT) (L),20723,라떼,2072300,207230000,59,1.75,7.81,27,1.26,0.0,아임일리터
라떼_말차 라떼 핫(HOT) (M),20723,라떼,2072300,207230000,68,2.05,9.0,32,1.46,0.0,아임일리터
라떼_망고 라떼 아이스(ICED),20723,라떼,2072300,207230000,54,1.18,8.99,20,0.89,0.0,블루샥
라떼_미숫가루 아이스(ICED) (L),20723,라떼,2072300,207230000,43,1.28,5.56,33,0.11,0.0,커피:니
라떼_미숫가루 아이스(ICED) (R),20723,라떼,2072300,207230000,39,1.08,4.4,29,0.08,0.0,커피:니
라떼_미숫가루 라떼 아이스(ICED) (L),20723,라떼,2072300,207230000,81,2.68,7.46,27,1.3,0.0,아임일리터
라떼_미숫가루 라떼 아이스(ICED) (L),20723,라떼,2072300,207230000,85,2.61,7.78,56,1.0,0.0,커피:니
라떼_미숫가루 라떼 아이스(ICED) (R),20723,라떼,2072300,207230000,66,2.43,6.65,52,0.98,0.0,커피:니
라떼_미숫가루 라떼 핫(HOT) (L),20723,라떼,2072300,207230000,58,2.14,5.05,27,1.26,0.0,아임일리터
라떼_미숫가루 라떼 핫(HOT) (M),20723,라떼,2072300,207230000,60,2.18,5.11,26,1.22,0.0,아임일리터
라떼_민트초코 라떼 아이스(ICED) (L),20723,라떼,2072300,207230000,66,1.49,9.26,43,1.01,0.0,아임일리터
라떼_민트초코 라떼 아이스(ICED) (L),20723,라떼,2072300,207230000,78,1.4,5.58,56,2.51,0.0,커피:니
라떼_민트초코 라떼 아이스(ICED) (M),20723,라떼,2072300,207230000,56,1.24,7.82,31,0.88,0.0,아임일리터
라떼_민트초코 라떼 아이스(ICED) (R),20723,라떼,2072300,207230000,78,1.4,5.58,56,2.53,0.0,커피:니
라떼_민트초코 라떼 핫(HOT) (L),20723,라떼,2072300,207230000,70,1.79,9.28,47,1.25,0.0,아임일리터
라떼_민트초코 라떼 핫(HOT) (L),20723,라떼,2072300,207230000,113,2.7,8.33,83,3.63,0.0,커피:니
라떼_민트초코 라떼 핫(HOT) (M),20723,라떼,2072300,207230000,68,1.96,8.27,42,1.46,0.0,아임일리터
라떼_민트초코 라떼 핫(HOT) (R),20723,라떼,2072300,207230000,113,2.71,8.32,83,3.65,0.0,커피:니
라떼_민트쿠키 라떼 아이스(ICED),20723,라떼,2072300,207230000,108,3.38,12.18,76,2.2,0.0,카페게이트
라떼_민트쿠키 라떼 핫(HOT),20723,라떼,2072300,207230000,104,3.23,11.54,74,2.31,0.0,카페게이트
라떼_밀크티 라떼 아이스(ICED) (L),20723,라떼,2072300,207230000,27,0.87,3.67,14,0.52,0.0,커피:니
라떼_밀크티 라떼 아이스(ICED) (R),20723,라떼,2072300,207230000,27,0.86,3.68,14,0.53,0.0,커피:니
라떼_밀크티 라떼 핫(HOT) (L),20723,라떼,2072300,207230000,60,2.4,6.68,40,2.4,0.0,커피:니
라떼_밀크티 라떼 핫(HOT) (R),20723,라떼,2072300,207230000,60,2.42,6.68,40,2.41,0.0,커피:니
라떼_밀크티 버블 라떼,20723,라떼,2072300,207230000,55,1.52,5.89,17,0.9,0.0,청자다방
라떼_브라운슈가버블 라떼 아이스(ICED),20723,라떼,2072300,207230000,60,1.35,6.6,22,1.02,0.0,카페게이트
라떼_브라운슈가버블 라떼 핫(HOT),20723,라떼,2072300,207230000,54,1.23,6.0,20,0.92,0.0,카페게이트
라떼_생강 라떼,20723,라떼,2072300,207230000,132,2.14,16.21,43,4.61,0.0,청자다방
라떼_설향 딸기 라떼 아이스(ICED),20723,라떼,2072300,207230000,45,0.99,6.6,20,0.78,0.0,블루샥
라떼_스트로베리 라떼 아이스(ICED) (L),20723,라떼,2072300,207230000,53,1.69,3.81,19,0.85,0.0,달콤
라떼_스트로베리 라떼 아이스(ICED) (R),20723,라떼,2072300,207230000,52,1.69,3.66,19,0.85,0.0,달콤
라떼_약과 오트라떼 아이스(ICED),20723,라떼,2072300,207230000,73,0.34,7.28,30,1.35,0.0,더벤티
